age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16
69.0,female,white,high school,good,very happy,widowed,,,,Sales and Office Occupations,19.0,2.0,working class,"$30,000 to $34,999"
48.0,male,white,high school,fair,pretty happy,divorced,,,,Sales and Office Occupations,28.0,2.0,middle class,
44.0,female,white,graduate,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,working class,"$130,000 to $149,999"
59.0,male,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,,0.0,middle class,"$35,000 to $39,999"
61.0,female,white,associate/junior college,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,working class,"$50,000 to $59,999"
31.0,male,white,less than high school,,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,2.0,working class,"$75,000 to $89,999"
54.0,female,white,less than high school,fair,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,18.0,3.0,middle class,"$30,000 to $34,999"
49.0,female,white,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",31.0,2.0,working class,"$17,500 to $19,999"
47.0,female,white,high school,excellent,pretty happy,married,marriage between a man and a woman,,,,23.0,4.0,working class,
,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,1.0,middle class,"$110,000 to $129,999"
83.0,female,white,high school,excellent,pretty happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,3.0,middle class,
38.0,male,black,associate/junior college,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",20.0,3.0,working class,"$75,000 to $89,999"
47.0,male,black,associate/junior college,,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,40.0,1.0,middle class,"$15,000 to $17,499"
28.0,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$60,000 to $74,999"
73.0,female,white,high school,good,pretty happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,2.0,working class,"$150,000 to $169,999"
31.0,female,white,graduate,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$90,000 to $109,999"
55.0,male,white,graduate,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,upper class,"$170,000 or over"
61.0,male,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,upper class,"$110,000 to $129,999"
50.0,male,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",31.0,2.0,middle class,"$170,000 or over"
67.0,female,white,high school,poor,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",18.0,2.0,middle class,"$10,000 to $12,499"
41.0,male,white,less than high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",30.0,2.0,middle class,"$25,000 to $29,999"
22.0,female,other,high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$25,000 to $29,999"
60.0,female,white,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",39.0,1.0,middle class,"$75,000 to $89,999"
36.0,female,other,bachelor's,good,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,33.0,2.0,middle class,"$90,000 to $109,999"
39.0,female,other,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",31.0,3.0,middle class,"$170,000 or over"
40.0,male,black,bachelor's,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$35,000 to $39,999"
23.0,female,black,high school,good,pretty happy,never married,,,,,21.0,1.0,middle class,"$22,500 to $24,999"
63.0,female,black,less than high school,poor,not too happy,not married,,,,Sales and Office Occupations,17.0,4.0,lower class,"$10,000 to $12,499"
60.0,male,black,high school,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,middle class,"$22,500 to $24,999"
40.0,male,black,high school,good,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",37.0,1.0,middle class,"$22,500 to $24,999"
40.0,male,black,high school,excellent,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,5.0,working class,"$90,000 to $109,999"
30.0,female,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$150,000 to $169,999"
43.0,female,other,high school,,very happy,not married,,,,Sales and Office Occupations,22.0,5.0,middle class,"$50,000 to $59,999"
52.0,female,other,less than high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",18.0,4.0,working class,"$20,000 to $22,499"
,male,white,bachelor's,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,
25.0,female,other,high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,lower class,"$10,000 to $12,499"
,male,white,graduate,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",26.0,2.0,upper class,"$170,000 or over"
58.0,male,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",29.0,3.0,middle class,"$170,000 or over"
60.0,male,white,high school,fair,very happy,widowed,,,,Sales and Office Occupations,20.0,2.0,middle class,"$90,000 to $109,999"
44.0,male,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",36.0,3.0,middle class,"$90,000 to $109,999"
69.0,male,white,bachelor's,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999"
66.0,male,white,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,4.0,middle class,"$130,000 to $149,999"
43.0,male,black,high school,excellent,very happy,divorced,,,,"Management, Business, Science, and Arts Occupations",19.0,4.0,working class,"$60,000 to $74,999"
37.0,male,white,high school,,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",21.0,2.0,middle class,"$22,500 to $24,999"
28.0,male,other,high school,good,pretty happy,never married,,,,Sales and Office Occupations,27.0,1.0,middle class,"$40,000 to $49,999"
69.0,female,white,bachelor's,fair,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",37.0,2.0,middle class,"$130,000 to $149,999"
27.0,female,other,less than high school,excellent,pretty happy,never married,,,,,15.0,4.0,lower class,"$3,000 to $3,999"
60.0,female,white,bachelor's,,pretty happy,divorced,,,40.0,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$90,000 to $109,999"
62.0,female,black,associate/junior college,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,4.0,working class,"$40,000 to $49,999"
74.0,male,black,high school,poor,not too happy,divorced,,,,,25.0,8.0,lower class,"$17,500 to $19,999"
32.0,female,white,high school,good,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",20.0,4.0,working class,"under $1,000"
68.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,Service Occupations,18.0,4.0,lower class,"$40,000 to $49,999"
39.0,male,white,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",18.0,3.0,working class,"$40,000 to $49,999"
21.0,female,other,high school,fair,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$40,000 to $49,999"
52.0,female,white,bachelor's,excellent,very happy,divorced,,,,Service Occupations,29.0,3.0,middle class,"$170,000 or over"
46.0,male,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,2.0,upper class,"$170,000 or over"
56.0,male,white,high school,excellent,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,27.0,2.0,middle class,"$170,000 or over"
60.0,male,white,bachelor's,,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,2.0,upper class,"$150,000 to $169,999"
22.0,male,white,high school,,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$130,000 to $149,999"
42.0,male,other,high school,poor,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",22.0,4.0,working class,"$60,000 to $74,999"
35.0,male,other,high school,fair,not too happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",18.0,3.0,working class,"$60,000 to $74,999"
42.0,female,other,bachelor's,,pretty happy,divorced,,,,Service Occupations,27.0,3.0,working class,"$130,000 to $149,999"
58.0,male,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,35.0,1.0,middle class,"$150,000 to $169,999"
32.0,female,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",28.0,1.0,middle class,"$75,000 to $89,999"
59.0,female,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",26.0,3.0,upper class,"$170,000 or over"
20.0,male,white,high school,,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$35,000 to $39,999"
44.0,male,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",36.0,2.0,middle class,"$90,000 to $109,999"
34.0,female,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",29.0,2.0,middle class,"$110,000 to $129,999"
62.0,female,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",43.0,1.0,middle class,"$170,000 or over"
59.0,male,white,bachelor's,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$30,000 to $34,999"
51.0,female,white,bachelor's,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$40,000 to $49,999"
37.0,male,white,graduate,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$25,000 to $29,999"
50.0,male,white,graduate,,pretty happy,divorced,,,,,29.0,3.0,middle class,
40.0,female,white,high school,poor,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",30.0,2.0,working class,"$50,000 to $59,999"
53.0,male,white,high school,,pretty happy,never married,,,,Service Occupations,23.0,1.0,working class,"$30,000 to $34,999"
52.0,male,white,high school,excellent,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",26.0,2.0,working class,"$50,000 to $59,999"
52.0,female,white,high school,fair,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,5.0,working class,"$35,000 to $39,999"
36.0,female,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",34.0,1.0,middle class,"$170,000 or over"
46.0,female,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,2.0,middle class,"$110,000 to $129,999"
56.0,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",21.0,4.0,working class,"$75,000 to $89,999"
64.0,female,white,high school,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,1.0,working class,"$60,000 to $74,999"
62.0,female,black,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",17.0,3.0,working class,"$110,000 to $129,999"
35.0,female,other,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,2.0,middle class,"$75,000 to $89,999"
60.0,male,white,associate/junior college,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$75,000 to $89,999"
36.0,female,black,associate/junior college,good,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,middle class,"$60,000 to $74,999"
62.0,female,white,high school,good,very happy,widowed,,,,"Management, Business, Science, and Arts Occupations",17.0,2.0,upper class,"$170,000 or over"
30.0,male,white,high school,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",29.0,1.0,middle class,"$110,000 to $129,999"
27.0,male,white,high school,,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",26.0,1.0,working class,"$50,000 to $59,999"
79.0,male,white,graduate,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",24.0,4.0,middle class,"$130,000 to $149,999"
60.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",23.0,3.0,middle class,"$130,000 to $149,999"
51.0,male,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",18.0,5.0,middle class,"$170,000 or over"
42.0,female,white,high school,,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",26.0,1.0,middle class,"$60,000 to $74,999"
59.0,male,white,less than high school,fair,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",39.0,1.0,lower class,"$90,000 to $109,999"
49.0,male,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$22,500 to $24,999"
53.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,2.0,middle class,
47.0,male,white,high school,good,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",24.0,2.0,working class,"$25,000 to $29,999"
41.0,female,other,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,3.0,upper class,"$170,000 or over"
47.0,female,white,graduate,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",39.0,1.0,middle class,"$170,000 or over"
64.0,male,white,high school,fair,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,
80.0,female,other,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",32.0,2.0,middle class,"$75,000 to $89,999"
61.0,female,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,4.0,middle class,
34.0,female,white,graduate,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$60,000 to $74,999"
31.0,male,black,high school,,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",18.0,4.0,middle class,"$50,000 to $59,999"
29.0,female,white,bachelor's,poor,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$50,000 to $59,999"
,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,22.0,7.0,upper class,"$170,000 or over"
68.0,female,black,graduate,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,working class,"$130,000 to $149,999"
89.0,male,white,graduate,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",34.0,1.0,middle class,"$60,000 to $74,999"
76.0,female,white,graduate,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",26.0,3.0,middle class,"$170,000 or over"
64.0,male,white,high school,good,pretty happy,divorced,,,,Sales and Office Occupations,24.0,3.0,middle class,"$12,500 to $14,999"
40.0,female,black,high school,good,pretty happy,never married,,,,Sales and Office Occupations,30.0,2.0,lower class,"$60,000 to $74,999"
27.0,female,black,bachelor's,,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$170,000 or over"
56.0,female,black,bachelor's,poor,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",40.0,1.0,working class,"$90,000 to $109,999"
71.0,female,black,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",29.0,2.0,middle class,
29.0,female,black,bachelor's,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$35,000 to $39,999"
74.0,female,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",39.0,2.0,middle class,"$90,000 to $109,999"
30.0,female,black,bachelor's,,pretty happy,never married,,,,,,0.0,working class,
65.0,female,black,bachelor's,good,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",21.0,5.0,working class,"$25,000 to $29,999"
41.0,female,black,high school,poor,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,3.0,lower class,"$30,000 to $34,999"
38.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,2.0,middle class,"$110,000 to $129,999"
49.0,male,white,high school,,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$90,000 to $109,999"
25.0,male,white,bachelor's,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$30,000 to $34,999"
25.0,female,white,graduate,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$150,000 to $169,999"
26.0,female,black,high school,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$25,000 to $29,999"
34.0,female,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",31.0,2.0,middle class,"$130,000 to $149,999"
34.0,female,white,bachelor's,,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$50,000 to $59,999"
36.0,male,black,bachelor's,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$90,000 to $109,999"
59.0,male,white,less than high school,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,3.0,working class,"$90,000 to $109,999"
49.0,female,white,high school,,very happy,married,marriage between a man and a woman,,40.0,"Production, Transportation, and Material Moving Occupations",34.0,2.0,working class,"$75,000 to $89,999"
45.0,female,white,associate/junior college,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,5.0,working class,"$150,000 to $169,999"
34.0,male,black,high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",30.0,1.0,working class,"$60,000 to $74,999"
44.0,male,other,graduate,good,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,30.0,3.0,middle class,"$170,000 or over"
66.0,female,white,high school,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,1.0,middle class,"$90,000 to $109,999"
53.0,female,white,high school,,not too happy,married,marriage between a man and a woman,,,,15.0,3.0,working class,"$130,000 to $149,999"
59.0,female,other,graduate,,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$110,000 to $129,999"
43.0,female,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",36.0,3.0,upper class,"$170,000 or over"
44.0,male,white,graduate,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$40,000 to $49,999"
68.0,male,white,graduate,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,"$15,000 to $17,499"
37.0,male,white,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",33.0,2.0,middle class,"$75,000 to $89,999"
37.0,male,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,1.0,middle class,"$150,000 to $169,999"
48.0,male,white,graduate,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,5.0,middle class,"$90,000 to $109,999"
34.0,female,black,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",16.0,2.0,working class,"$22,500 to $24,999"
25.0,male,black,high school,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",24.0,2.0,middle class,"$50,000 to $59,999"
44.0,female,white,high school,good,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,4.0,working class,"$40,000 to $49,999"
63.0,female,black,less than high school,fair,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",12.0,3.0,working class,
26.0,male,black,high school,,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,lower class,
64.0,female,black,high school,fair,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",16.0,3.0,working class,"$20,000 to $22,499"
21.0,male,white,high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$35,000 to $39,999"
31.0,female,black,less than high school,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,2.0,working class,"$50,000 to $59,999"
27.0,female,white,high school,,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,21.0,2.0,working class,"$40,000 to $49,999"
53.0,female,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",34.0,2.0,upper class,"$170,000 or over"
70.0,female,white,graduate,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,upper class,"$90,000 to $109,999"
53.0,female,white,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",37.0,1.0,middle class,
59.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",34.0,2.0,middle class,"$170,000 or over"
47.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,2.0,middle class,"$170,000 or over"
27.0,male,black,high school,,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$90,000 to $109,999"
52.0,male,other,less than high school,poor,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,2.0,working class,"$50,000 to $59,999"
26.0,female,other,less than high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$60,000 to $74,999"
24.0,female,white,high school,,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",23.0,1.0,lower class,"under $1,000"
25.0,female,other,high school,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",17.0,3.0,working class,"$30,000 to $34,999"
44.0,male,other,less than high school,excellent,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",39.0,1.0,working class,"$60,000 to $74,999"
29.0,male,white,high school,excellent,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$40,000 to $49,999"
57.0,female,white,bachelor's,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$130,000 to $149,999"
61.0,male,white,high school,good,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",20.0,3.0,middle class,
66.0,male,white,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",22.0,3.0,working class,"$90,000 to $109,999"
48.0,female,black,less than high school,,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",20.0,3.0,upper class,"$8,000 to $9,999"
26.0,male,white,bachelor's,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$15,000 to $17,499"
29.0,female,white,bachelor's,excellent,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$75,000 to $89,999"
48.0,male,white,graduate,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over"
30.0,male,white,bachelor's,excellent,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$30,000 to $34,999"
56.0,male,white,high school,fair,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",20.0,2.0,working class,"$25,000 to $29,999"
28.0,male,white,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$60,000 to $74,999"
,female,other,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
65.0,male,white,high school,poor,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",32.0,1.0,middle class,"$50,000 to $59,999"
43.0,male,white,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,3.0,working class,"$50,000 to $59,999"
49.0,male,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,2.0,upper class,"$170,000 or over"
19.0,female,white,high school,,pretty happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$60,000 to $74,999"
30.0,female,white,high school,fair,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",,0.0,lower class,"$25,000 to $29,999"
67.0,male,white,high school,fair,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",26.0,3.0,middle class,"$75,000 to $89,999"
37.0,female,white,high school,,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,
40.0,male,white,high school,,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$35,000 to $39,999"
65.0,male,white,graduate,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,3.0,middle class,"$25,000 to $29,999"
63.0,female,white,high school,excellent,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$10,000 to $12,499"
34.0,female,other,graduate,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,1.0,upper class,"$170,000 or over"
37.0,female,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",34.0,2.0,middle class,"$170,000 or over"
48.0,female,white,bachelor's,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",31.0,2.0,middle class,"$170,000 or over"
81.0,male,white,high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",24.0,5.0,middle class,
58.0,female,white,graduate,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",39.0,1.0,middle class,"$170,000 or over"
64.0,female,white,graduate,,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",36.0,1.0,middle class,
37.0,female,white,graduate,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over"
66.0,male,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",39.0,1.0,middle class,"$170,000 or over"
31.0,male,white,bachelor's,excellent,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$60,000 to $74,999"
64.0,male,white,bachelor's,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",31.0,2.0,middle class,"$110,000 to $129,999"
57.0,female,white,graduate,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",44.0,1.0,middle class,"$130,000 to $149,999"
59.0,female,white,graduate,excellent,pretty happy,married,marriage between two people of the same gender,,,"Production, Transportation, and Material Moving Occupations",42.0,2.0,middle class,"$170,000 or over"
