age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16,dateintv
69.0,male,white,graduate,,not too happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",28.0,2.0,middle class,"$110,000 to $129,999",523.0
70.0,male,white,high school,fair,very happy,divorced,,,,Service Occupations,21.0,2.0,middle class,"$50,000 to $59,999",515.0
71.0,female,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",33.0,4.0,middle class,"$150,000 to $169,999",416.0
34.0,male,white,bachelor's,,pretty happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$25,000 to $29,999",628.0
77.0,female,other,high school,,pretty happy,never married,,,,,,0.0,upper class,unemployed/zero income,626.0
20.0,female,white,high school,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,1017.0
38.0,female,white,less than high school,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",20.0,2.0,working class,"$4,000 to $4,999",605.0
29.0,female,white,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,4.0,lower class,"$40,000 to $49,999",511.0
69.0,male,white,high school,,pretty happy,married,marriage between a man and a woman,,,Service Occupations,22.0,2.0,middle class,"$40,000 to $49,999",427.0
36.0,female,white,high school,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",14.0,4.0,working class,"$15,000 to $17,499",510.0
43.0,female,other,high school,,very happy,married,marriage between a man and a woman,,40.0,"Production, Transportation, and Material Moving Occupations",28.0,3.0,working class,unemployed/zero income,612.0
64.0,female,white,high school,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",16.0,3.0,lower class,"$8,000 to $9,999",1029.0
53.0,male,white,high school,fair,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",32.0,3.0,working class,"$75,000 to $89,999",524.0
69.0,female,white,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",22.0,2.0,middle class,unemployed/zero income,418.0
39.0,female,white,high school,fair,very happy,divorced,,,40.0,"Production, Transportation, and Material Moving Occupations",20.0,3.0,middle class,"$20,000 to $22,499",514.0
57.0,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,2.0,working class,unemployed/zero income,1011.0
63.0,female,white,associate/junior college,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",32.0,1.0,upper class,"$130,000 to $149,999",420.0
75.0,female,white,less than high school,,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",39.0,1.0,middle class,unemployed/zero income,628.0
32.0,male,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",26.0,2.0,upper class,"$170,000 or over",519.0
46.0,male,white,high school,excellent,pretty happy,not married,,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,2.0,working class,"$75,000 to $89,999",613.0
41.0,male,white,high school,good,pretty happy,divorced,,,,Sales and Office Occupations,23.0,3.0,working class,"$40,000 to $49,999",629.0
,female,other,associate/junior college,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",23.0,3.0,working class,"$50,000 to $59,999",625.0
49.0,female,white,bachelor's,good,not too happy,divorced,,,40.0,"Production, Transportation, and Material Moving Occupations",25.0,2.0,working class,"$50,000 to $59,999",1008.0
65.0,male,white,associate/junior college,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",23.0,2.0,working class,"$22,500 to $24,999",823.0
59.0,female,white,associate/junior college,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",17.0,1.0,middle class,"$130,000 to $149,999",618.0
47.0,male,white,high school,,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",17.0,2.0,middle class,"$60,000 to $74,999",929.0
27.0,female,other,high school,fair,not too happy,never married,,,,Sales and Office Occupations,21.0,1.0,middle class,unemployed/zero income,521.0
57.0,female,white,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,2.0,working class,"$40,000 to $49,999",508.0
74.0,female,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",32.0,1.0,middle class,"$130,000 to $149,999",416.0
51.0,female,white,graduate,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",28.0,2.0,upper class,"$3,000 to $3,999",419.0
44.0,male,other,graduate,fair,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,2.0,upper class,"$170,000 or over",608.0
46.0,female,white,bachelor's,,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$170,000 or over",806.0
42.0,female,other,high school,fair,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,3.0,middle class,"$110,000 to $129,999",504.0
65.0,female,white,bachelor's,excellent,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,2.0,middle class,"$150,000 to $169,999",802.0
36.0,male,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",31.0,2.0,middle class,"$170,000 or over",604.0
80.0,female,white,graduate,,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",20.0,5.0,middle class,"$110,000 to $129,999",416.0
32.0,female,other,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$35,000 to $39,999",506.0
89.0,male,white,less than high school,good,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",,3.0,working class,unemployed/zero income,421.0
40.0,female,other,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",31.0,2.0,working class,unemployed/zero income,427.0
88.0,female,white,less than high school,excellent,pretty happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$110,000 to $129,999",515.0
59.0,female,white,bachelor's,fair,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,35.0,2.0,middle class,"$170,000 or over",508.0
55.0,female,white,graduate,,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",31.0,2.0,upper class,"$170,000 or over",624.0
31.0,female,black,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,lower class,"$35,000 to $39,999",803.0
31.0,male,other,graduate,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$22,500 to $24,999",731.0
35.0,female,white,bachelor's,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,1.0,working class,"$75,000 to $89,999",726.0
32.0,female,other,bachelor's,,not too happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,unemployed/zero income,428.0
48.0,female,other,high school,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",23.0,5.0,working class,"$50,000 to $59,999",427.0
24.0,female,black,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,1.0,working class,"$90,000 to $109,999",619.0
22.0,male,other,high school,,pretty happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$110,000 to $129,999",510.0
37.0,female,other,high school,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",30.0,1.0,working class,"$30,000 to $34,999",531.0
34.0,female,black,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$150,000 to $169,999",715.0
89.0,female,white,high school,fair,pretty happy,widowed,,,,Service Occupations,33.0,1.0,middle class,unemployed/zero income,426.0
55.0,female,black,less than high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",15.0,5.0,middle class,unemployed/zero income,525.0
46.0,male,black,high school,excellent,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",18.0,4.0,working class,"$90,000 to $109,999",615.0
29.0,female,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,,0.0,lower class,"$50,000 to $59,999",519.0
83.0,female,other,less than high school,,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",19.0,4.0,middle class,"$60,000 to $74,999",505.0
33.0,female,white,bachelor's,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over",628.0
46.0,female,black,graduate,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",20.0,3.0,lower class,"$110,000 to $129,999",719.0
19.0,male,other,high school,good,very happy,never married,,,,,,0.0,middle class,"$60,000 to $74,999",727.0
65.0,male,black,bachelor's,fair,pretty happy,not married,,,,Military Specific Occupations,21.0,5.0,working class,"$50,000 to $59,999",728.0
37.0,female,other,high school,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",33.0,1.0,working class,"$170,000 or over",808.0
64.0,female,white,high school,poor,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,2.0,working class,"$75,000 to $89,999",719.0
22.0,female,white,associate/junior college,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$25,000 to $29,999",716.0
28.0,male,white,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$110,000 to $129,999",714.0
24.0,female,other,bachelor's,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$30,000 to $34,999",729.0
43.0,male,white,associate/junior college,fair,pretty happy,married,marriage between a man and a woman,,,,,0.0,middle class,"$150,000 to $169,999",526.0
32.0,male,white,bachelor's,,pretty happy,never married,,,,Sales and Office Occupations,28.0,1.0,working class,"$60,000 to $74,999",718.0
76.0,female,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",20.0,3.0,upper class,"$170,000 or over",429.0
21.0,female,white,high school,excellent,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$110,000 to $129,999",718.0
48.0,female,other,associate/junior college,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,working class,"$150,000 to $169,999",430.0
76.0,male,white,high school,,pretty happy,married,marriage between a man and a woman,,,Service Occupations,25.0,2.0,working class,unemployed/zero income,717.0
55.0,female,white,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,,0.0,upper class,"$170,000 or over",506.0
70.0,female,white,high school,,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,1.0,working class,"$30,000 to $34,999",415.0
66.0,female,white,graduate,good,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",29.0,3.0,middle class,"$35,000 to $39,999",413.0
37.0,female,other,graduate,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",32.0,1.0,working class,"$60,000 to $74,999",526.0
70.0,female,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,2.0,middle class,"$110,000 to $129,999",514.0
43.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$130,000 to $149,999",418.0
19.0,female,other,less than high school,excellent,pretty happy,never married,,,,,17.0,1.0,middle class,"$8,000 to $9,999",621.0
70.0,male,white,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",23.0,3.0,middle class,"$110,000 to $129,999",414.0
40.0,female,white,graduate,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$90,000 to $109,999",511.0
59.0,male,other,bachelor's,,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,middle class,"$40,000 to $49,999",712.0
70.0,female,white,high school,excellent,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,middle class,"$110,000 to $129,999",703.0
31.0,male,white,high school,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$90,000 to $109,999",503.0
51.0,female,other,graduate,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$75,000 to $89,999",429.0
32.0,female,black,high school,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$50,000 to $59,999",518.0
60.0,female,white,high school,fair,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",15.0,2.0,middle class,unemployed/zero income,517.0
27.0,male,white,high school,fair,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$90,000 to $109,999",629.0
89.0,male,white,bachelor's,good,very happy,widowed,,,,"Management, Business, Science, and Arts Occupations",23.0,2.0,working class,"$130,000 to $149,999",514.0
50.0,female,black,high school,poor,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",19.0,5.0,lower class,"$22,500 to $24,999",420.0
44.0,female,black,bachelor's,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",15.0,6.0,middle class,"$60,000 to $74,999",504.0
85.0,female,white,high school,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",17.0,4.0,middle class,"$30,000 to $34,999",529.0
33.0,male,white,less than high school,,very happy,married,marriage between a man and a woman,,,Service Occupations,17.0,3.0,middle class,"$50,000 to $59,999",920.0
31.0,female,white,high school,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",20.0,1.0,middle class,unemployed/zero income,630.0
46.0,female,white,bachelor's,,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,20.0,2.0,middle class,"$170,000 or over",927.0
72.0,male,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,3.0,upper class,"$170,000 or over",529.0
50.0,female,white,graduate,excellent,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",32.0,2.0,upper class,"$170,000 or over",910.0
66.0,male,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,2.0,middle class,"$170,000 or over",508.0
35.0,female,white,bachelor's,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$40,000 to $49,999",1007.0
35.0,female,black,less than high school,fair,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",18.0,2.0,working class,"$15,000 to $17,499",510.0
33.0,female,black,high school,excellent,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",19.0,1.0,upper class,"$40,000 to $49,999",601.0
66.0,female,white,less than high school,fair,pretty happy,not married,,,,"Natural Resources, Construction, and Maintenance Occupations",18.0,5.0,lower class,"$3,000 to $3,999",502.0
53.0,male,white,less than high school,,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",18.0,5.0,upper class,"$30,000 to $34,999",510.0
37.0,female,black,bachelor's,excellent,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,4.0,middle class,"$75,000 to $89,999",506.0
33.0,male,white,high school,,pretty happy,married,marriage between two people of the same gender,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$75,000 to $89,999",506.0
28.0,male,black,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",20.0,2.0,middle class,"$90,000 to $109,999",613.0
30.0,female,white,bachelor's,good,very happy,married,marriage between a man and a woman,,40.0,"Natural Resources, Construction, and Maintenance Occupations",29.0,1.0,middle class,"$90,000 to $109,999",620.0
37.0,male,white,high school,good,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",33.0,1.0,working class,"$90,000 to $109,999",918.0
38.0,male,other,high school,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$150,000 to $169,999",602.0
84.0,male,white,high school,poor,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,2.0,middle class,"$40,000 to $49,999",423.0
66.0,male,white,graduate,,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",40.0,2.0,middle class,"$130,000 to $149,999",508.0
29.0,female,other,bachelor's,fair,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$90,000 to $109,999",604.0
39.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",38.0,1.0,middle class,"$170,000 or over",716.0
33.0,female,black,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,2.0,middle class,"$150,000 to $169,999",908.0
68.0,female,other,graduate,fair,not too happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$60,000 to $74,999",421.0
70.0,female,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,2.0,upper class,unemployed/zero income,617.0
50.0,male,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,middle class,"$25,000 to $29,999",426.0
54.0,male,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",28.0,2.0,middle class,"$150,000 to $169,999",425.0
45.0,male,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",42.0,2.0,middle class,"$170,000 or over",716.0
48.0,female,white,high school,excellent,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,1.0,upper class,"$170,000 or over",927.0
73.0,male,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,2.0,middle class,"$110,000 to $129,999",810.0
77.0,female,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",28.0,1.0,middle class,"$30,000 to $34,999",422.0
59.0,female,white,bachelor's,good,pretty happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",24.0,1.0,upper class,"$110,000 to $129,999",1003.0
72.0,male,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",30.0,2.0,middle class,"$50,000 to $59,999",621.0
68.0,male,white,bachelor's,fair,pretty happy,married,marriage between a man and a woman,,,Service Occupations,34.0,6.0,working class,"$75,000 to $89,999",627.0
60.0,female,white,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",19.0,1.0,working class,"$60,000 to $74,999",420.0
63.0,male,white,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,3.0,middle class,"$110,000 to $129,999",429.0
45.0,male,white,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$15,000 to $17,499",917.0
35.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,23.0,4.0,middle class,"$170,000 or over",614.0
22.0,female,white,high school,,pretty happy,never married,,,,Sales and Office Occupations,17.0,2.0,lower class,"$20,000 to $22,499",501.0
36.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",20.0,3.0,working class,unemployed/zero income,512.0
76.0,female,white,high school,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",19.0,4.0,lower class,"$8,000 to $9,999",420.0
61.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,2.0,middle class,"$60,000 to $74,999",503.0
56.0,female,white,high school,fair,pretty happy,divorced,,,,Service Occupations,45.0,1.0,working class,"$50,000 to $59,999",621.0
26.0,female,black,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$3,000 to $3,999",616.0
59.0,male,black,high school,,not too happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,6.0,lower class,"$12,500 to $14,999",415.0
55.0,male,black,high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",20.0,1.0,working class,"$40,000 to $49,999",517.0
57.0,male,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",28.0,2.0,middle class,"$110,000 to $129,999",524.0
59.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",15.0,3.0,middle class,"$170,000 or over",626.0
33.0,female,white,high school,excellent,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,,0.0,working class,"$22,500 to $24,999",620.0
75.0,female,other,less than high school,,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",16.0,6.0,working class,"under $1,000",505.0
61.0,male,white,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,middle class,"$170,000 or over",520.0
39.0,female,white,high school,fair,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,3.0,working class,"$50,000 to $59,999",817.0
38.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,working class,"$60,000 to $74,999",827.0
49.0,female,white,graduate,good,not too happy,divorced,,,,Service Occupations,31.0,2.0,middle class,"$90,000 to $109,999",602.0
71.0,male,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",23.0,2.0,middle class,"$170,000 or over",621.0
47.0,male,black,bachelor's,good,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$90,000 to $109,999",910.0
52.0,male,other,high school,excellent,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",21.0,4.0,working class,"$170,000 or over",923.0
35.0,female,white,associate/junior college,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",19.0,2.0,middle class,"$110,000 to $129,999",1003.0
54.0,female,white,high school,poor,pretty happy,married,marriage between a man and a woman,,,,24.0,2.0,middle class,"$40,000 to $49,999",418.0
39.0,female,white,high school,fair,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",16.0,3.0,working class,"$20,000 to $22,499",418.0
70.0,male,black,less than high school,fair,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",19.0,2.0,middle class,"$15,000 to $17,499",416.0
78.0,female,black,less than high school,fair,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",21.0,4.0,middle class,"under $1,000",629.0
74.0,female,white,graduate,excellent,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,middle class,"$90,000 to $109,999",430.0
65.0,male,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",32.0,2.0,middle class,"$60,000 to $74,999",802.0
61.0,male,white,high school,,pretty happy,divorced,,,,Sales and Office Occupations,34.0,1.0,middle class,"$170,000 or over",421.0
53.0,female,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,Service Occupations,26.0,2.0,middle class,"$150,000 to $169,999",619.0
21.0,female,other,high school,excellent,not too happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$75,000 to $89,999",928.0
41.0,female,white,bachelor's,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",32.0,2.0,middle class,"$60,000 to $74,999",524.0
62.0,female,white,associate/junior college,good,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,28.0,4.0,middle class,"$60,000 to $74,999",525.0
71.0,male,white,bachelor's,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,middle class,"$170,000 or over",525.0
89.0,male,white,bachelor's,good,pretty happy,widowed,,,,"Management, Business, Science, and Arts Occupations",25.0,2.0,working class,"$22,500 to $24,999",421.0
66.0,male,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,3.0,middle class,"$130,000 to $149,999",418.0
28.0,male,white,graduate,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$150,000 to $169,999",527.0
85.0,female,white,graduate,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,middle class,"$60,000 to $74,999",415.0
70.0,male,white,high school,,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",21.0,2.0,middle class,"$110,000 to $129,999",417.0
29.0,female,other,bachelor's,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$60,000 to $74,999",527.0
39.0,male,other,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,2.0,working class,"$75,000 to $89,999",804.0
28.0,male,white,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$60,000 to $74,999",525.0
74.0,female,white,bachelor's,good,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,middle class,"$50,000 to $59,999",418.0
53.0,female,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",31.0,2.0,working class,"$150,000 to $169,999",921.0
66.0,male,white,graduate,excellent,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",34.0,2.0,middle class,"$60,000 to $74,999",1101.0
67.0,male,white,bachelor's,,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",29.0,3.0,middle class,"$170,000 or over",921.0
,female,other,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,922.0
28.0,female,white,graduate,,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$30,000 to $34,999",504.0
23.0,female,white,bachelor's,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$30,000 to $34,999",614.0
37.0,male,white,graduate,,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$110,000 to $129,999",927.0
27.0,male,black,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$60,000 to $74,999",523.0
32.0,female,black,associate/junior college,poor,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,working class,"$10,000 to $12,499",615.0
40.0,female,black,high school,fair,pretty happy,divorced,,,,Sales and Office Occupations,17.0,6.0,lower class,"$15,000 to $17,499",523.0
22.0,female,white,bachelor's,excellent,very happy,never married,,,,,,0.0,working class,"$60,000 to $74,999",522.0
38.0,male,black,high school,fair,pretty happy,not married,,,,Sales and Office Occupations,37.0,1.0,working class,"$17,500 to $19,999",514.0
45.0,female,black,high school,,very happy,never married,,,40.0,"Natural Resources, Construction, and Maintenance Occupations",20.0,3.0,middle class,"$30,000 to $34,999",613.0
63.0,male,white,high school,fair,not too happy,divorced,,,,Service Occupations,38.0,1.0,working class,"$15,000 to $17,499",424.0
30.0,female,white,graduate,,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$50,000 to $59,999",1018.0
